id,viewport,user_inside,location_type,reference,result_type,query_intent_type,result_demote,result_in_interest,sum_better,dpv,result_is_intented,relevance_rate
Dick's_Sporting_Goods_user_26.712343_-80.053205_result_26.681516_-80.182562,FRESH,False,implicit,viewport,chain_business,chain_business,0,True,1,True,Primary,Excellent
starbuks_user_40.70179_-74.014913_result_40.71827_-73.999974,FRESH,True,implicit,user,chain_business,chain_business,-4,False,4,True,Primary,Bad
Embarcadero_bart_Station_user_37.389908_-122.031326_result_37.793197_-122.396433,FRESH,False,implicit,viewport,chain_business,chain_business,0,True,3,True,Primary,Excellent
Chic_fil_a_user_32.802429_-96.630249_result_33.025611_-97.280071,FRESH,True,implicit,user,chain_business,chain_business,-4,True,18,True,Primary,Acceptable
Burger_king_caldwell_user_43.57178_-116.257324_result_43.548748_-116.569875,FRESH,False,explicit,interest,chain_business,chain_business,-2,False,2,True,Primary,Acceptable
200_Hudson_user_38.056641_-101.777344_result_39.719714_-104.923138,FRESH,False,implicit,viewport,address,address,-1,False,1,True,Secondary,Good
schools_user_40.768204_-73.964767_result_40.768677_-73.964789,FRESH,True,implicit,user,chain_business,categorical,-1,True,0,True,Primary,Excellent
"Freddy's_Steakburgers_Papillion,_NE_user_40.754266_-96.634721_result_41.231223_-96.196769",FRESH,False,implicit,viewport,chain_business,,-1,False,7,True,Primary,Bad
Chick-Fil-A_user_39.020691_-77.151489_result_39.053906_-77.116369,FRESH,True,implicit,user,chain_business,chain_business,-2,True,1,True,Primary,Good
"Freddy's_Steakburgers_Papillion,_NE_user_40.754266_-96.634721_result_41.135102_-96.025452",FRESH,False,implicit,viewport,chain_business,,-1,False,7,True,Primary,Bad
caltrain_san_francisco_user_37.55402_-122.327271_result_37.757505_-122.392468,FRESH,True,explicit,interest,chain_business,categorical,0,True,2,True,Primary,Excellent
"1724_Edmond_St_Saint_Joseph,_MO_user_39.753392_-94.869998_result_39.765693_-94.838895",FRESH,False,explicit,viewport,address,address,0,False,0,False,Primary,Excellent
Costco_Gasoline_user_33.895569_-117.493286_result_33.728458_-117.795806,FRESH,False,implicit,viewport,chain_business,chain_business,-1,False,1,True,Non-Relevant,Bad
830_Park_user_33.54841533905618_-117.77006872065371_result_34.44545427273252_-119.61681662546498,FRESH,True,implicit,user,address,address,-3,False,2,True,Non-Relevant,Bad
830_Park_user_33.54841533905618_-117.77006872065371_result_34.44543356309601_-119.61678397884758,FRESH,True,implicit,user,address,address,-3,False,2,True,Non-Relevant,Bad
Cacau_show_user_-5.143311_-42.759125_result_-5.085006_-42.789795,FRESH,True,implicit,user,chain_business,chain_business,-4,False,18,True,Primary,Bad
830_Park_user_33.5484153390561_-117.770068720653_result_34.4454197571154_-119.616423805526,FRESH,True,implicit,user,address,address,-3,False,2,True,Non-Relevant,Bad
830_Park_santa_barbara_user_33.5484153390561_-117.770068720653_result_34.4454197571154_-119.616423805526,FRESH,True,explicit,interest,address,address,0,False,0,True,Primary,Navigational
bars_user_32.7615751553348_-117.146878555203_result_32.7623492290501_-117.146125431172,FRESH,True,implicit,user,chain_business,categorical,-1,True,0,True,Primary,Excellent
starbucks_user_37.7849149244558_-122.408586356847_result_37.7929151822138_-122.404320520876,FRESH,True,implicit,user,chain_business,chain_business,-3,True,2,True,Primary,Acceptable
starbucks_user_37.7748430647036_-122.278373018784_result_37.7904363764495_-122.405740474982,FRESH,False,implicit,viewport,chain_business,chain_business,0,True,1,True,Primary,Excellent
starbucks_user_37.7849149244558_-122.408586356847_result_37.7840751949327_-122.407373170553,FRESH,True,implicit,user,chain_business,chain_business,-1,True,0,True,Primary,Excellent
skools_user_32.7945771028268_-117.19737916253_result_32.8815846910044_-117.234886294823,FRESH,True,implicit,user,chain_business,,-1,True,1,True,Primary,Excellent
"84_Water_St,_St._Augustine_FL_user_29.886828518206173_-81.32979081867816_result_37.786881679682_-122.40732732784",STALE,True,explicit,user,chain_business,address,-1,False,1,True,Primary,Bad
bars_user_32.7615751553348_-117.146878555203_result_32.7600282833949_-117.130482255093,FRESH,False,implicit,viewport,chain_business,categorical,-1,False,3,True,Primary,Bad
starbucks_user_37.7849149244558_-122.408586356847_result_37.7861210193424_-122.409329134637,FRESH,True,implicit,user,chain_business,chain_business,-1,False,0,True,Primary,Excellent
starbucks_user_37.7849149244558_-122.408586356847_result_37.786881679682_-122.40732732784,FRESH,False,implicit,viewport,chain_business,chain_business,0,True,1,True,Primary,Excellent
830_Park_user_33.5484153390561_-117.770068720653_result_32.714149087897_-117.153935616789,FRESH,True,implicit,user,address,address,-2,False,1,True,Secondary,Good
"134_Paige_St._Owego,_NY_user_42.165527_-76.003418_result_33.8998260199062_-118.364442981969",STALE,False,explicit,user,chain_business,address,-1,True,0,True,Primary,Bad
pizza__near_me_user_29.476460903675_-98.4623592945046_result_29.4742205693834_-98.4622988645437,FRESH,False,explicit,user,,chain_business,-1,False,0,True,Primary,Bad
